CONTENT_LENGTH,WHOIS_UPDATED_DATE,WHOIS_REGDATE,WHOIS_COUNTRY,WHOIS_STATEPRO,SERVER,NUMBER_SPECIAL_CHARACTERS,Type
0.00036,0.396959,0.71991,0.166667,0.674797,0.869748,0.026316,0.0
0.00049,0.518243,0.489539,0.97619,0.154472,0.021008,0.052632,0.0
0.013733,0.337838,0.412823,0.97619,0.154472,0.794118,0.052632,0.0
0.000531,0.859797,0.805399,0.97619,0.593496,0.063025,0.026316,0.0
0.001164,0.883446,0.359955,0.690476,0.707317,0.021008,0.026316,0.0
0.01537,0.805743,0.042745,0.166667,0.146341,0.184874,0.026316,0.0
0.033592,0.733108,0.480315,0.97619,0.617886,0.743697,0.052632,0.0
0.022855,0.152027,0.213723,0.97619,0.617886,0.743697,0.026316,0.0
0.000499,0.592905,0.542182,0.97619,0.495935,0.529412,0.026316,0.0
0.000537,0.224662,0.598425,0.97619,0.154472,0.5,0.026316,0.0
0.011615,0.989865,0.169854,0.97619,0.154472,0.021008,0.026316,0.0
0.001013,0.408784,0.336783,0.97619,0.154472,0.743697,0.026316,0.0
0.013733,0.101351,0.740157,0.857143,0.089431,0.739496,0.026316,0.0
0.002726,0.47973,0.449944,0.97619,0.154472,0.021008,0.026316,0.0
0.0003,0.505068,0.239595,0.357143,0.943089,0.021008,0.026316,0.0
0.000499,0.005068,0.632171,0.97619,0.178862,0.516807,0.026316,0.0
0.004745,0.648649,0.758155,0.97619,0.154472,0.021008,0.026316,0.0
0.000992,0.393243,0.102362,0.97619,0.154472,0.743697,0.078947,1.0
0.000992,0.578378,0.966254,0.97619,0.154472,0.743697,0.078947,1.0
0.006417,0.761824,0.744657,0.97619,0.845528,0.819328,0.052632,1.0
0.001482,0.309122,0.554556,0.357143,0.934959,0.306723,0.052632,1.0
0.001482,0.037162,0.971879,0.357143,0.934959,0.306723,0.052632,1.0
0.001482,0.037162,0.971879,0.357143,0.934959,0.306723,0.052632,1.0
0.00414,0.760135,0.071991,0.97619,0.365854,0.743697,0.026316,0.0
0.026584,0.733108,0.077615,0.97619,0.487805,0.428571,0.052632,0.0
0.013163,0.513514,0.123735,0.166667,0.674797,0.743697,0.026316,0.0
0.000307,0.474662,0.343082,0.690476,0.707317,0.021008,0.026316,0.0
0.005465,0.902027,0.875141,0.97619,0.154472,0.323529,0.026316,0.0
0.064307,0.733108,0.480315,0.97619,0.617886,0.743697,0.052632,0.0
0,0.95777,0.408324,0.97619,0.154472,0.970588,0.026316,0.0
0.008357,0.626689,0.609674,0.97619,0.617886,0.819328,0.026316,0.0
0.019627,0.121622,0.084364,0.97619,0.154472,0.07563,0.052632,0.0
0.004344,0.037162,0.807649,0.166667,0.146341,0.739496,0.026316,0.0
0.000531,0.378378,0.771654,0.97619,0.227642,0.063025,0.026316,0.0
0.053381,0.733108,0.480315,0.97619,0.617886,0.743697,0.052632,0.0
0.053991,0.733108,0.480315,0.97619,0.617886,0.743697,0.052632,0.0
0.006685,0.146959,0.502812,0.97619,0.926829,0.428571,0.026316,0.0
0.002849,0.516892,0.493813,0.97619,0.178862,0.819328,0.026316,0.0
0.000499,0.126689,0.965129,0.97619,0.845528,0.739496,0.026316,0.0
0.02399,0.131757,0.128234,0.97619,0.723577,0.428571,0.026316,0.0
0.015528,0.461149,0.979753,0.97619,0.422764,0.743697,0.026316,0.0
0.014372,0.942568,0.679415,0.97619,0.065041,0.819328,0.026316,0.0
0.013486,0.238176,0.230596,0.357143,0.934959,0.142857,0.052632,1.0
0.000297,0.733108,0.313836,0.97619,0.723577,0.021008,0.052632,1.0
0.055534,0.131757,0.093363,0.97619,0.926829,0.743697,0.078947,0.0
0.000499,0.515203,0.448819,0.97619,0.178862,0.516807,0.026316,0.0
0.051188,0.810811,0.728909,0.97619,0.845528,0.890756,0.026316,0.0
0.018138,0.429054,0.329584,0.047619,0.764228,0.109244,0.026316,0.0
0.012271,0.547297,0.64342,0.97619,0.154472,0.310924,0.026316,0.0
0.017722,0.907095,0.795276,0.97619,0.227642,0.021008,0.052632,0.0
0.003433,0.5,0.534308,0.761905,0.552846,0.109244,0.105263,1.0
0.000499,0.189189,0.430821,0.97619,0.227642,0.516807,0.052632,1.0
0.060124,0.439189,0.407199,0.952381,0.878049,0.743697,0.078947,0.0
0.008367,0.722973,0.673791,0.97619,0.154472,0.739496,0.026316,0.0
0.11324,0.97973,0.056243,0.333333,0.715447,0.021008,0.052632,0.0
0.000928,0.885135,0.75928,0.642857,0.406504,0.428571,0.052632,0.0
0.029513,0.3125,0.752531,0.97619,0.577236,0.739496,0.052632,0.0
0.008001,0.885135,0.75928,0.642857,0.406504,0.428571,0.052632,0.0
0.000499,0.633446,0.087739,0.97619,0.723577,0.529412,0.026316,0.0
0.013212,0.775338,0.366704,0.166667,0.674797,0.021008,0.052632,0.0
0.016289,0.376689,0.647919,0.452381,0.894309,0.021008,0.026316,0.0
0.000499,0.594595,0.241845,0.97619,0.154472,0.529412,0.052632,0.0
0.019786,0.084459,0.976378,0.97619,0.634146,0.319328,0.052632,0.0
0.010267,0.70777,0.775028,0.97619,0.154472,0.462185,0.052632,0.0
0.000685,0.378378,0.15748,0.97619,0.227642,0.302521,0.026316,0.0
0.017582,0.293919,0.51631,0.97619,0.065041,0.021008,0.078947,0.0
0.000499,0.3875,0.377278,0.97619,0.154472,0.516807,0.052632,0.0
0.046683,0.929054,0.866142,0.97619,0.617886,0.907563,0.026316,0.0
0.009035,0.22973,0.43982,0.97619,0.154472,0.739496,0.026316,0.0
0.028398,0.10473,0.1991,0.97619,0.154472,0.743697,0.026316,0.0
0.011265,0.983108,0.429696,0.97619,0.487805,0.021008,0.052632,1.0
0.000499,0.298986,0.971879,0.928571,0.373984,0.516807,0.052632,1.0
0.008902,0.47973,0.449944,0.97619,0.154472,0.021008,0.026316,0.0
0,0.95777,0.408324,0.97619,0.154472,0.970588,0.026316,0.0
0.014071,0.501689,0.383577,0.97619,0.154472,0.021008,0.078947,0.0
0.00773,0.54223,0.64117,0.97619,0.300813,0.021008,0.026316,0.0
0.033592,0.733108,0.480315,0.97619,0.617886,0.743697,0.052632,0.0
0.000323,0.668919,0.659168,0.97619,0.536585,0.315126,0.026316,0.0
0.013329,0.807432,0.794151,0.5,0.691057,0.142857,0.026316,0.0
0.000367,0.972973,0.884139,0.166667,0.756098,0.151261,0.052632,0.0
0.041364,0.847973,0.79865,0.97619,0.154472,0.021008,0.026316,0.0
0.000499,0.609797,0.591676,0.97619,0.512195,0.516807,0.026316,0.0
0.050389,0.521959,0.456693,0.166667,0.02439,0.138655,0.052632,0.0
0.015726,0.913851,0.760405,0.97619,0.154472,0.021008,0.026316,0.0
0.021076,0.173986,0.829021,0.97619,0.487805,0.021008,0.026316,0.0
0.000499,0.978041,0.932508,0.166667,0.674797,0.739496,0.026316,0.0
0.001186,0.430743,0.376828,0.97619,0.821138,0.819328,0.026316,0.0
0.010493,0.141892,0.489314,0.97619,0.845528,0.310924,0.078947,0.0
0.000499,0.859797,0.359955,0.97619,0.154472,0.516807,0.026316,0.0
0.000052,0.403716,0.379078,0.97619,0.154472,0.739496,0.026316,0.0
0.002642,0.47973,0.449944,0.97619,0.154472,0.021008,0.052632,0.0
0.031426,0.70777,0.775028,0.97619,0.154472,0.462185,0.078947,0.0
0.012005,0.41723,0.191226,0.214286,0.98374,0.966387,0.078947,0.0
0.011026,0.045608,0.743532,0.97619,0.065041,0.289916,0.026316,0.0
0.082756,0.589527,0.035996,0.97619,0.593496,0.109244,0.026316,0.0
0.000598,0.182432,0.262092,0.97619,0.617886,0.021008,0.026316,0.0
0.000307,0.910473,0.004499,0.97619,0.154472,0.063025,0.026316,0.0
0.000499,0.809122,0.021372,0.047619,0.764228,0.516807,0.078947,0.0
0.030774,0.476351,0.438695,0.166667,0.674797,0.819328,0.026316,0.0
0.033133,0.22973,0.43982,0.97619,0.154472,0.739496,0.026316,0.0
0.000273,0.864189,0.555906,0.97619,0.154472,0.021008,0.078947,1.0
0.011309,0.682432,0.857143,0.809524,0.317073,0.252101,0.026316,0.0
0.000307,0.202703,0.922385,0.97619,0.495935,0.378151,0.026316,0.0
0.074249,0.733108,0.480315,0.97619,0.617886,0.743697,0.052632,0.0
0.007161,0.722973,0.673791,0.97619,0.154472,0.739496,0.026316,0.0
0.004472,0.47973,0.449944,0.97619,0.154472,0.021008,0.026316,0.0
0.001684,0.336149,0.193476,0.97619,0.154472,0.962185,0.026316,0.0
0.00053,0.361486,0.530934,0.97619,0.96748,0.294118,0.026316,0.0
0.022646,0.829392,0.807649,0.97619,0.845528,0.021008,0.026316,0.0
0.013478,0.83277,0.741282,0.97619,0.227642,0.743697,0.026316,0.0
0.000499,0.9375,0.76378,0.97619,0.585366,0.516807,0.026316,0.0
0.004472,0.47973,0.449944,0.97619,0.154472,0.021008,0.052632,0.0
0.01109,0.22973,0.43982,0.97619,0.154472,0.739496,0.026316,0.0
0.007161,0.722973,0.673791,0.97619,0.154472,0.739496,0.026316,0.0
0.000539,0.596284,0.136108,0.97619,0.065041,0.016807,0.052632,0.0
0.001244,0.447635,0.68054,0.97619,0.243902,0.05042,0.052632,0.0
0.000537,0.231419,0.538808,0.97619,0.154472,0.428571,0.078947,0.0
0.033133,0.22973,0.43982,0.97619,0.154472,0.739496,0.026316,0.0
0.007138,0.47973,0.449944,0.97619,0.154472,0.021008,0.052632,0.0
0.000499,0.408784,0.971879,0.97619,0.154472,0.529412,0.052632,1.0
0.00093,0.608108,0.286839,0.97619,0.154472,0.407563,0.078947,0.0
0.000442,0.614865,0.561305,0.97619,0.154472,0.176471,0.052632,0.0
0.007138,0.47973,0.449944,0.97619,0.154472,0.021008,0.052632,0.0
0.101369,0.564189,0.392576,0.97619,0.536585,0.021008,0.078947,0.0
0.007161,0.722973,0.673791,0.97619,0.154472,0.739496,0.026316,0.0
0.015913,0.483108,0.16198,0.97619,0.154472,0.189076,0.026316,0.0
0.006276,0.780405,0.031496,0.166667,0.674797,0.42437,0.052632,0.0
0.000442,0.739865,0.089989,0.452381,0.276423,0.109244,0.078947,0.0
0.050648,0.733108,0.480315,0.97619,0.617886,0.743697,0.052632,0.0
0.007904,0.560811,0.809899,0.97619,0.227642,0.117647,0.052632,0.0
0.000499,0.052365,0.991001,0.97619,0.536585,0.529412,0.026316,0.0
0.000499,0.668243,0.626547,0.97619,0.154472,0.516807,0.026316,0.0
0.004472,0.47973,0.449944,0.97619,0.154472,0.021008,0.026316,0.0
0.000499,0.177365,0.902137,0.97619,0.227642,0.516807,0.078947,0.0
0.013174,0.875,0.766029,0.97619,0.487805,0.021008,0.026316,0.0
0.007161,0.722973,0.673791,0.97619,0.154472,0.739496,0.052632,0.0
0.033891,0.733108,0.799775,0.97619,0.154472,0.021008,0.052632,0.0
0.008902,0.47973,0.449944,0.97619,0.154472,0.021008,0.026316,0.0
0.000531,0.552365,0.545557,0.97619,0.845528,0.063025,0.052632,0.0
0.00099,0.466216,0.59955,0.97619,0.154472,0.743697,0.157895,1.0
0.000981,0.466216,0.6009,0.97619,0.154472,0.743697,0.105263,1.0
0.046683,0.856419,0.821147,0.97619,0.926829,0.941176,0.078947,0.0
0.000052,0.180743,0.982002,0.97619,0.536585,0.739496,0.026316,0.0
0.046683,0.856419,0.821147,0.97619,0.926829,0.941176,0.078947,0.0
0.648061,0.325676,0.050619,0.97619,0.154472,0.487395,0.105263,0.0
0.002155,0.923986,0.685039,0.97619,0.154472,0.021008,0.078947,0.0
0.012012,0.680743,0.627672,0.166667,0.02439,0.021008,0.026316,0.0
0.028288,0.028716,0.780652,0.97619,0.617886,0.743697,0.052632,0.0
0.009035,0.096284,0.705287,0.97619,0.154472,0.743697,0.052632,0.0
0.00657,0.722973,0.673791,0.97619,0.154472,0.739496,0.052632,0.0
0.014784,0.508446,0.353206,0.97619,0.154472,0.021008,0.078947,0.0
0.032081,0.22973,0.43982,0.97619,0.154472,0.739496,0.026316,0.0
0.000505,0.099662,0.871766,0.952381,0.260163,0.529412,0.078947,0.0
0.15229,0.048986,0.075366,0.97619,0.300813,0.021008,0.052632,0.0
0.000499,0.555743,0.865017,0.97619,0.154472,0.516807,0.078947,0.0
0.000307,0.733108,0.503937,0.97619,0.341463,0.357143,0.026316,0.0
0.000514,0.503378,0.31946,0.833333,0.813008,0.021008,0.078947,0.0
0.000442,0.505068,0.750281,0.97619,0.536585,0.201681,0.052632,0.0
0.031131,0.733108,0.799775,0.97619,0.154472,0.021008,0.052632,0.0
0.058277,0.856419,0.821147,0.97619,0.926829,0.941176,0.078947,0.0
0.058277,0.856419,0.821147,0.97619,0.926829,0.941176,0.078947,0.0
0.006477,0.155405,0.184477,0.97619,0.154472,0.739496,0.052632,0.0
0.018216,0.70777,0.775028,0.97619,0.154472,0.462185,0.052632,0.0
0.001707,0.486486,0.445444,0.97619,0.154472,0.819328,0.078947,0.0
0.000499,0.697635,0.586052,0.97619,0.065041,0.739496,0.052632,0.0
0.000995,0.466216,0.770304,0.97619,0.154472,0.743697,0.157895,1.0
0.000981,0.466216,0.59955,0.97619,0.154472,0.743697,0.105263,1.0
0.000986,0.466216,0.59955,0.97619,0.154472,0.743697,0.105263,1.0
0.00099,0.355743,0.768504,0.97619,0.154472,0.743697,0.105263,1.0
0.001001,0.403378,0.959505,0.97619,0.154472,0.743697,0.105263,1.0
0.000992,0.314189,0.935883,0.97619,0.154472,0.743697,0.157895,1.0
0.025856,0.646959,0.029246,0.97619,0.617886,0.428571,0.052632,0.0
0.046683,0.856419,0.821147,0.97619,0.926829,0.941176,0.078947,0.0
0.046683,0.856419,0.821147,0.97619,0.926829,0.941176,0.078947,0.0
0.033133,0.22973,0.43982,0.97619,0.154472,0.739496,0.026316,0.0
0.00625,0.606419,0.943757,0.5,0.235772,0.021008,0.026316,0.0
0.030635,0.574324,0.390326,0.166667,0.146341,0.243697,0.026316,0.0
0.03457,0.337838,0.412823,0.97619,0.154472,0.794118,0.078947,0.0
0.028189,0.597973,0.68054,0.97619,0.154472,0.739496,0.105263,0.0
0.00049,0.255068,0.115861,0.5,0.691057,0.021008,0.052632,0.0
0.059572,0.856419,0.821147,0.97619,0.926829,0.941176,0.078947,0.0
0.004396,0.800676,0.920135,0.97619,0.154472,0.029412,0.052632,0.0
0.016948,0.307432,0.555681,0.97619,0.845528,0.021008,0.026316,0.0
0.011818,0.119932,0.12036,0.97619,0.154472,0.584034,0.078947,0.0
0.093525,0.70777,0.775028,0.97619,0.154472,0.462185,0.052632,0.0
0.140232,0.641892,0.049494,0.97619,0.065041,0.235294,0.026316,0.0
0.005908,0.52027,0.896513,0.97619,0.227642,0.046218,0.026316,0.0
0.051188,0.856419,0.821147,0.97619,0.926829,0.941176,0.078947,0.0
0.00006,0.554054,0.332958,0.97619,0.00813,0.529412,0.026316,0.0
0.002112,0.702703,0.644544,0.428571,0.333333,0.210084,0.078947,0.0
0.059556,0.255068,0.098988,0.97619,0.617886,0.483193,0.052632,0.0
0.007138,0.47973,0.449944,0.97619,0.154472,0.021008,0.026316,0.0
0.001009,0.466216,0.59955,0.97619,0.154472,0.743697,0.157895,1.0
0.001,0.466216,0.59955,0.97619,0.154472,0.743697,0.157895,1.0
0.0005,0.673986,0.737908,0.761905,0.390244,0.428571,0.105263,1.0
0.00033,0.733108,0.606749,0.97619,0.154472,0.021008,0.105263,1.0
0.028183,0.160473,0.150731,0.97619,0.463415,0.819328,0.026316,0.0
0.000499,0.614865,0.571429,0.357143,0.414634,0.516807,0.052632,0.0
0.002802,0.373311,0.374578,0.97619,0.154472,0.739496,0.052632,0.0
0.002802,0.373311,0.374578,0.97619,0.154472,0.739496,0.052632,0.0
0.03457,0.337838,0.412823,0.97619,0.154472,0.794118,0.078947,0.0
0.033133,0.22973,0.43982,0.97619,0.154472,0.739496,0.026316,0.0
0.002794,0.037162,0.046119,0.166667,0.02439,0.214286,0.052632,0.0
0.009758,0.096284,0.705287,0.97619,0.154472,0.743697,0.052632,0.0
0.009971,0.427365,0.861642,0.97619,0.918699,0.252101,0.052632,0.0
0.007819,0.454392,0.275591,0.166667,0.674797,0.743697,0.052632,0.0
0.013729,0.22973,0.43982,0.97619,0.154472,0.739496,0.026316,0.0
0.004486,0.83277,0.813273,0.452381,0.349593,0.428571,0.052632,0.0
0.002289,0.72973,0.969629,0.357143,0.414634,0.021008,0.105263,0.0
0.016776,0.206081,0.770529,0.97619,0.154472,0.268908,0.105263,0.0
0.007525,0.856419,0.821147,0.97619,0.926829,0.47479,0.105263,0.0
0.011174,0.726351,0.683915,0.97619,0.154472,0.210084,0.078947,0.0
0.010178,0.70777,0.775028,0.97619,0.154472,0.462185,0.052632,0.0
0.009205,0.22973,0.43982,0.97619,0.154472,0.739496,0.026316,0.0
0.000171,0.290541,0.254218,0.97619,0.154472,0.193277,0.105263,0.0
0.004472,0.47973,0.449944,0.97619,0.154472,0.021008,0.026316,0.0
0.001534,0.989865,0.016873,0.97619,0.154472,0.743697,0.078947,0.0
0.002312,0.550676,0.475816,0.97619,0.617886,0.743697,0.052632,0.0
0.013197,0.822635,0.08099,0.97619,0.845528,0.508403,0.052632,0.0
0.007138,0.47973,0.449944,0.97619,0.154472,0.021008,0.052632,0.0
0.000499,0.089527,0.281215,0.97619,0.065041,0.529412,0.026316,0.0
0.011265,0.983108,0.429696,0.97619,0.154472,0.021008,0.105263,1.0
0.011265,0.983108,0.429696,0.97619,0.154472,0.021008,0.105263,1.0
0.007164,0.983108,0.166479,0.166667,0.674797,0.021008,0.157895,1.0
0.001004,0.466216,0.59955,0.97619,0.154472,0.743697,0.157895,1.0
0.001004,0.466216,0.59955,0.97619,0.154472,0.743697,0.157895,1.0
0.000995,0.466216,0.770304,0.97619,0.154472,0.743697,0.105263,1.0
0.001004,0.466216,0.59955,0.97619,0.154472,0.743697,0.157895,1.0
0.001004,0.466216,0.59955,0.97619,0.154472,0.743697,0.157895,1.0
0.001004,0.466216,0.59955,0.97619,0.154472,0.743697,0.157895,1.0
0.001004,0.466216,0.59955,0.97619,0.154472,0.743697,0.157895,1.0
0.002685,0.673986,0.463442,0.761905,0.390244,0.428571,0.078947,1.0
0.005093,0.913851,0.938133,0.571429,0.252033,0.441176,0.105263,0.0
0.007216,0.119932,0.12036,0.97619,0.154472,0.689076,0.078947,0.0
0.03457,0.337838,0.412823,0.97619,0.154472,0.794118,0.078947,0.0
0.000499,0.483108,0.413948,0.97619,0.154472,0.529412,0.026316,0.0
0.058277,0.856419,0.821147,0.97619,0.926829,0.941176,0.078947,0.0
0.000499,0.241554,0.469066,0.97619,0.154472,0.516807,0.105263,0.0
0.060626,0.439189,0.407199,0.952381,0.878049,0.743697,0.105263,0.0
0.033592,0.733108,0.480315,0.97619,0.617886,0.743697,0.052632,0.0
0.018769,0.547297,0.940382,0.97619,0.065041,0.021008,0.105263,0.0
0.005363,0.608108,0.286839,0.97619,0.154472,0.407563,0.131579,0.0
0.022274,0.920608,0.273341,0.166667,0.674797,0.957983,0.052632,0.0
0.017285,0.684122,0.614623,0.97619,0.154472,0.021008,0.105263,0.0
0.017757,0.856419,0.821147,0.97619,0.926829,0.941176,0.078947,0.0
0.000445,0.625,0.51856,0.357143,0.414634,0.298319,0.052632,0.0
0.000499,0.363176,0.620922,0.97619,0.723577,0.516807,0.026316,0.0
0.058705,0.70777,0.775028,0.97619,0.154472,0.462185,0.052632,0.0
0.058277,0.856419,0.821147,0.97619,0.926829,0.941176,0.078947,0.0
0.024396,0.869932,0.7964,0.97619,0.154472,0.428571,0.105263,0.0
0.010252,0.722973,0.673791,0.97619,0.154472,0.739496,0.105263,0.0
0.013574,0.70777,0.775028,0.97619,0.154472,0.462185,0.052632,0.0
0.001543,0.390203,0.015748,0.02381,0.081301,0.021008,0.078947,0.0
0.025991,0.057432,0.149606,0.97619,0.617886,0.021008,0.052632,0.0
0.059572,0.856419,0.821147,0.97619,0.926829,0.941176,0.078947,0.0
0.000508,0.336149,0.068616,0.97619,0.154472,0.021008,0.052632,0.0
0.033133,0.22973,0.43982,0.97619,0.154472,0.739496,0.026316,0.0
0.001543,0.390203,0.015748,0.02381,0.081301,0.021008,0.078947,0.0
0.001009,0.466216,0.682115,0.97619,0.154472,0.743697,0.131579,1.0
0.001009,0.466216,0.770304,0.97619,0.154472,0.743697,0.157895,1.0
0.001009,0.466216,0.59955,0.97619,0.154472,0.743697,0.157895,1.0
0.000995,0.466216,0.770304,0.97619,0.154472,0.743697,0.105263,1.0
0.001009,0.466216,0.59955,0.97619,0.154472,0.743697,0.157895,1.0
0.001009,0.466216,0.59955,0.97619,0.154472,0.743697,0.157895,1.0
0.000489,0.673986,0.463442,0.761905,0.390244,0.428571,0.078947,1.0
0.015607,0.989865,0.016873,0.97619,0.154472,0.743697,0.078947,0.0
0.000499,0.050676,0.75703,0.97619,0.154472,0.516807,0.078947,0.0
0.008651,0.038851,0.975253,0.97619,0.341463,0.819328,0.052632,0.0
0.001707,0.810811,0.84252,0.97619,0.154472,0.819328,0.026316,0.0
0.000499,0.452703,0.175478,0.97619,0.203252,0.516807,0.052632,0.0
0.005347,0.722973,0.673791,0.97619,0.154472,0.739496,0.052632,0.0
0.001331,0.564189,0.944882,0.214286,0.804878,0.743697,0.078947,0.0
0.012421,0.996622,0.137233,0.5,0.691057,0.021008,0.078947,0.0
0.01439,0.096284,0.705287,0.97619,0.154472,0.743697,0.052632,0.0
0.002802,0.3125,0.460067,0.97619,0.154472,0.756303,0.078947,0.0
0.009746,0.119932,0.12036,0.97619,0.154472,0.731092,0.078947,0.0
0.000367,0.018581,0.011249,0.97619,0.723577,0.239496,0.078947,0.0
0.130011,0.819257,0.055118,0.97619,0.154472,0.428571,0.078947,0.0
0.030618,0.733108,0.799775,0.97619,0.154472,0.021008,0.052632,0.0
0.144938,0.119932,0.12036,0.97619,0.154472,0.705882,0.078947,0.0
0.000499,0.962838,0.905512,0.97619,0.154472,0.516807,0.052632,0.0
0.025201,0.586149,0.784027,0.97619,0.154472,0.445378,0.078947,0.0
0.000323,0.665541,0.955006,0.97619,0.154472,0.315126,0.026316,0.0
0.005123,0.331081,0.859393,0.97619,0.154472,0.428571,0.052632,0.0
0.000451,0.244932,0.233971,0.97619,0.845528,0.067227,0.052632,0.0
0.000356,0.689189,0.96063,0.97619,0.154472,0.138655,0.052632,0.0
0.017586,0.6875,0.667042,0.97619,0.065041,0.021008,0.052632,0.0
0.006998,0.271959,0.410574,0.97619,0.154472,0.163866,0.078947,0.0
0.030128,0.621622,0.604049,0.952381,0.878049,0.021008,0.078947,0.0
0.018008,0.70777,0.775028,0.97619,0.154472,0.462185,0.052632,0.0
0.013187,0.913851,0.908886,0.261905,0.739837,0.021008,0.131579,1.0
0.000456,0.028716,0.310461,0.97619,0.422764,0.037815,0.105263,1.0
0.00025,0.635135,0.964004,0.214286,0.113821,0.743697,0.105263,1.0
0.008917,0.226351,0.815523,0.97619,0.154472,0.021008,0.157895,1.0
0.012921,0.95777,0.818898,0.214286,0.398374,0.743697,0.131579,1.0
0.00029,0.733108,0.648369,0.97619,0.154472,0.021008,0.105263,1.0
0.012846,0.478041,0.194601,0.166667,0.146341,0.184874,0.052632,0.0
0.009337,0.574324,0.362205,0.97619,0.154472,0.088235,0.052632,0.0
0.000337,0.66723,0.114736,0.97619,0.536585,0.315126,0.052632,0.0
0.001543,0.390203,0.015748,0.02381,0.081301,0.021008,0.105263,0.0
0.021731,0.476351,0.44207,0.97619,0.154472,0.021008,0.131579,0.0
0.000499,0.891892,0.833521,0.97619,0.634146,0.516807,0.078947,0.0
