CONTENT_LENGTH,SOURCE_APP_BYTES,WHOIS_UPDATED_DATE,REMOTE_APP_PACKETS,WHOIS_REGDATE,WHOIS_COUNTRY,WHOIS_STATEPRO,Type
0.005016,0,0.635135,0,0.145107,0.97619,0.154472,0.0
0.010393,0.000118,0.976351,0.003115,0.781777,0.97619,0.065041,0.0
0.142784,0.000338,0.435473,0.008567,0.414398,0.97619,0.154472,0.0
0.001872,0.002999,0.822635,0.015576,0.745782,0.97619,0.845528,0.0
0.007539,0.002785,0.650338,0.01947,0.978628,0.357143,0.414634,0.0
0.046233,0.000552,0.577703,0.006231,0.484814,0.97619,0.96748,0.0
0.022714,0.000922,0.956081,0.011682,0.790776,0.97619,0.682927,0.0
0.004359,0.027634,0.165541,0.038941,0.124859,0.452381,0.04065,0.0
0.00037,0.000892,0.304054,0.008567,0.268841,0.97619,0.154472,0.0
0.006138,0.005827,0.793919,0.035047,0.742407,0.166667,0.02439,0.0
0.000499,0,0.773649,0,0.4027,0.97619,0.154472,0.0
0.009508,0.000154,0.557432,0.003894,0.370304,0.97619,0.154472,1.0
0.000491,0.000616,0.434797,0.007788,0.599325,0.452381,0.829268,1.0
0.003495,0.051905,0.195946,0.082555,0.88189,0.595238,0.430894,0.0
0.000052,0.043936,0.640203,0.058411,0.825647,0.97619,0.918699,0.0
0.049358,0.002719,0.733108,0.014019,0.480315,0.97619,0.617886,0.0
0.002738,0.000273,0.086149,0.007009,0.033746,0.97619,0.154472,0.0
0.017554,0.000118,0.702703,0.003115,0.610799,0.97619,0.154472,0.0
0.000499,0.000247,0.944257,0.006231,0.893138,0.166667,0.756098,0.0
0.000345,0.004598,0.881757,0.017913,0.570304,0.97619,0.495935,0.0
0.00036,0.000893,0.396959,0.012461,0.71991,0.166667,0.674797,0.0
0.00049,0.000619,0.518243,0.010125,0.489539,0.97619,0.154472,0.0
0.013733,0.001244,0.337838,0.017134,0.412823,0.97619,0.154472,0.0
0.000531,0.001888,0.859797,0.01947,0.805399,0.97619,0.593496,0.0
0.001164,0.00453,0.883446,0.021807,0.359955,0.690476,0.707317,0.0
0.01537,0,0.805743,0,0.042745,0.166667,0.146341,0.0
0.033592,0,0.733108,0,0.480315,0.97619,0.617886,0.0
0.022855,0,0.152027,0,0.213723,0.97619,0.617886,0.0
0.000499,0.000121,0.592905,0.003115,0.542182,0.97619,0.495935,0.0
0.000537,0.000215,0.224662,0.005452,0.598425,0.97619,0.154472,0.0
0.011615,0.00682,0.989865,0.01324,0.169854,0.97619,0.154472,0.0
0.001013,0.00476,0.408784,0.012461,0.336783,0.97619,0.154472,0.0
0.013733,0.000842,0.101351,0.01324,0.740157,0.857143,0.089431,0.0
0.002726,0.005021,0.47973,0.027259,0.449944,0.97619,0.154472,0.0
0.0003,0,0.505068,0,0.239595,0.357143,0.943089,0.0
0.000499,0,0.005068,0,0.632171,0.97619,0.178862,0.0
0.004745,0,0.648649,0,0.758155,0.97619,0.154472,0.0
0.000992,0.005794,0.393243,0.010903,0.102362,0.97619,0.154472,1.0
0.000992,0.001088,0.578378,0.009346,0.966254,0.97619,0.154472,1.0
0.006417,0.010242,0.761824,0.023364,0.744657,0.97619,0.845528,1.0
0.001482,0.00102,0.309122,0.009346,0.554556,0.357143,0.934959,1.0
0.001482,0.000971,0.037162,0.007788,0.971879,0.357143,0.934959,1.0
0.001482,0.000929,0.037162,0.007009,0.971879,0.357143,0.934959,1.0
0.00414,0,0.760135,0,0.071991,0.97619,0.365854,0.0
0.026584,0,0.733108,0,0.077615,0.97619,0.487805,0.0
0.013163,0,0.513514,0,0.123735,0.166667,0.674797,0.0
0.000307,0,0.474662,0,0.343082,0.690476,0.707317,0.0
0.005465,0.003022,0.902027,0.014798,0.875141,0.97619,0.154472,0.0
0.064307,0.002799,0.733108,0.014798,0.480315,0.97619,0.617886,0.0
0,0.015546,0.95777,0.038941,0.408324,0.97619,0.154472,0.0
0.008357,0.000338,0.626689,0.007788,0.609674,0.97619,0.617886,0.0
0.019627,0.000273,0.121622,0.007009,0.084364,0.97619,0.154472,0.0
0.004344,0.000234,0.037162,0.004673,0.807649,0.166667,0.146341,0.0
0.000531,0.029163,0.378378,0.036604,0.771654,0.97619,0.227642,0.0
0.053381,0.002721,0.733108,0.014019,0.480315,0.97619,0.617886,0.0
0.053991,0.003009,0.733108,0.021028,0.480315,0.97619,0.617886,0.0
0.006685,0.000801,0.146959,0.009346,0.502812,0.97619,0.926829,0.0
0.002849,0,0.516892,0,0.493813,0.97619,0.178862,0.0
0.000499,0,0.126689,0,0.965129,0.97619,0.845528,0.0
0.02399,0,0.131757,0,0.128234,0.97619,0.723577,0.0
0.015528,0,0.461149,0,0.979753,0.97619,0.422764,0.0
0.014372,0,0.942568,0,0.679415,0.97619,0.065041,0.0
0.013486,0.019253,0.238176,0.035047,0.230596,0.357143,0.934959,1.0
0.000297,0.002196,0.733108,0.010125,0.313836,0.97619,0.723577,1.0
0.055534,0,0.131757,0,0.093363,0.97619,0.926829,0.0
0.000499,0,0.515203,0,0.448819,0.97619,0.178862,0.0
0.051188,0.000149,0.810811,0.003894,0.728909,0.97619,0.845528,0.0
0.018138,0.016554,0.429054,0.034268,0.329584,0.047619,0.764228,0.0
0.012271,0.000394,0.547297,0.008567,0.64342,0.97619,0.154472,0.0
0.017722,0,0.907095,0,0.795276,0.97619,0.227642,0.0
0.003433,0.000516,0.5,0.007009,0.534308,0.761905,0.552846,1.0
0.000499,0.00056,0.189189,0.007009,0.430821,0.97619,0.227642,1.0
0.060124,0,0.439189,0,0.407199,0.952381,0.878049,0.0
0.008367,0,0.722973,0,0.673791,0.97619,0.154472,0.0
0.11324,0,0.97973,0,0.056243,0.333333,0.715447,0.0
0.000928,0,0.885135,0,0.75928,0.642857,0.406504,0.0
0.029513,0.000297,0.3125,0.006231,0.752531,0.97619,0.577236,0.0
0.008001,0.000308,0.885135,0.007788,0.75928,0.642857,0.406504,0.0
0.000499,0.000177,0.633446,0.004673,0.087739,0.97619,0.723577,0.0
0.013212,0.002979,0.775338,0.01947,0.366704,0.166667,0.674797,0.0
0.016289,0.003893,0.376689,0.009346,0.647919,0.452381,0.894309,0.0
0.000499,0.001052,0.594595,0.018692,0.241845,0.97619,0.154472,0.0
0.019786,0.010398,0.084459,0.021028,0.976378,0.97619,0.634146,0.0
0.010267,0.03089,0.70777,0.049844,0.775028,0.97619,0.154472,0.0
0.000685,0.011972,0.378378,0.025701,0.15748,0.97619,0.227642,0.0
0.017582,0.000288,0.293919,0.006231,0.51631,0.97619,0.065041,0.0
0.000499,0.014591,0.3875,0.037383,0.377278,0.97619,0.154472,0.0
0.046683,0,0.929054,0,0.866142,0.97619,0.617886,0.0
0.009035,0.013303,0.22973,0.028037,0.43982,0.97619,0.154472,0.0
0.028398,0,0.10473,0,0.1991,0.97619,0.154472,0.0
0.011265,0.016988,0.983108,0.031153,0.429696,0.97619,0.487805,1.0
0.000499,0.000548,0.298986,0.006231,0.971879,0.928571,0.373984,1.0
0.008902,0,0.47973,0,0.449944,0.97619,0.154472,0.0
0,0,0.95777,0,0.408324,0.97619,0.154472,0.0
0.014071,0,0.501689,0,0.383577,0.97619,0.154472,0.0
0.00773,0,0.54223,0,0.64117,0.97619,0.300813,0.0
0.033592,0,0.733108,0,0.480315,0.97619,0.617886,0.0
0.000323,0,0.668919,0,0.659168,0.97619,0.536585,0.0
0.013329,0,0.807432,0,0.794151,0.5,0.691057,0.0
0.000367,0,0.972973,0,0.884139,0.166667,0.756098,0.0
0.041364,0.010864,0.847973,0.023364,0.79865,0.97619,0.154472,0.0
0.000499,0.000276,0.609797,0.007009,0.591676,0.97619,0.512195,0.0
0.050389,0.040318,0.521959,0.651869,0.456693,0.166667,0.02439,0.0
0.015726,0.000263,0.913851,0.005452,0.760405,0.97619,0.154472,0.0
0.021076,0.000294,0.173986,0.007009,0.829021,0.97619,0.487805,0.0
0.000499,0.000149,0.978041,0.003894,0.932508,0.166667,0.674797,0.0
0.001186,0.000212,0.430743,0.005452,0.376828,0.97619,0.821138,0.0
0.010493,0.000516,0.141892,0.011682,0.489314,0.97619,0.845528,0.0
0.000499,0.007408,0.859797,0.020249,0.359955,0.97619,0.154472,0.0
0.000052,0.000446,0.403716,0.010903,0.379078,0.97619,0.154472,0.0
0.002642,0.005063,0.47973,0.028037,0.449944,0.97619,0.154472,0.0
0.031426,0.022664,0.70777,0.027259,0.775028,0.97619,0.154472,0.0
0.012005,0.011871,0.41723,0.025701,0.191226,0.214286,0.98374,0.0
0.011026,0.000648,0.045608,0.014019,0.743532,0.97619,0.065041,0.0
0.082756,0.026978,0.589527,0.023364,0.035996,0.97619,0.593496,0.0
0.000598,0,0.182432,0,0.262092,0.97619,0.617886,0.0
0.000307,0,0.910473,0,0.004499,0.97619,0.154472,0.0
0.000499,0,0.809122,0,0.021372,0.047619,0.764228,0.0
0.030774,0,0.476351,0,0.438695,0.166667,0.674797,0.0
0.033133,0,0.22973,0,0.43982,0.97619,0.154472,0.0
0.000273,0.000531,0.864189,0.007009,0.555906,0.97619,0.154472,1.0
0.011309,0,0.682432,0,0.857143,0.809524,0.317073,0.0
0.000307,0,0.202703,0,0.922385,0.97619,0.495935,0.0
0.074249,0.002692,0.733108,0.01324,0.480315,0.97619,0.617886,0.0
0.007161,0.014915,0.722973,0.053738,0.673791,0.97619,0.154472,0.0
0.004472,0.004773,0.47973,0.021028,0.449944,0.97619,0.154472,0.0
0.001684,0.000704,0.336149,0.014798,0.193476,0.97619,0.154472,0.0
0.00053,0.000274,0.361486,0.007009,0.530934,0.97619,0.96748,0.0
0.022646,0.000121,0.829392,0.003115,0.807649,0.97619,0.845528,0.0
0.013478,0.002712,0.83277,0.01324,0.741282,0.97619,0.227642,0.0
0.000499,0.046436,0.9375,0.077882,0.76378,0.97619,0.585366,0.0
0.004472,0.013307,0.47973,0.028816,0.449944,0.97619,0.154472,0.0
0.01109,0.016693,0.22973,0.031931,0.43982,0.97619,0.154472,0.0
0.007161,0.011643,0.722973,0.034268,0.673791,0.97619,0.154472,0.0
0.000539,0.001342,0.596284,0.020249,0.136108,0.97619,0.065041,0.0
0.001244,0.027853,0.447635,0.037383,0.68054,0.97619,0.243902,0.0
0.000537,0,0.231419,0,0.538808,0.97619,0.154472,0.0
0.033133,0,0.22973,0,0.43982,0.97619,0.154472,0.0
0.007138,0,0.47973,0,0.449944,0.97619,0.154472,0.0
0.000499,0.000494,0.408784,0.008567,0.971879,0.97619,0.154472,1.0
0.00093,0,0.608108,0,0.286839,0.97619,0.154472,0.0
0.000442,0,0.614865,0,0.561305,0.97619,0.154472,0.0
0.007138,0,0.47973,0,0.449944,0.97619,0.154472,0.0
0.101369,0,0.564189,0,0.392576,0.97619,0.536585,0.0
0.007161,0.012645,0.722973,0.054517,0.673791,0.97619,0.154472,0.0
0.015913,0.000372,0.483108,0.009346,0.16198,0.97619,0.154472,0.0
0.006276,0.000181,0.780405,0.004673,0.031496,0.166667,0.674797,0.0
0.000442,0.000464,0.739865,0.007009,0.089989,0.452381,0.276423,0.0
0.050648,0.003187,0.733108,0.024922,0.480315,0.97619,0.617886,0.0
0.007904,0.0213,0.560811,0.025701,0.809899,0.97619,0.227642,0.0
0.000499,0.008035,0.052365,0.021807,0.991001,0.97619,0.536585,0.0
0.000499,0.003765,0.668243,0.017913,0.626547,0.97619,0.154472,0.0
0.004472,0.00479,0.47973,0.021028,0.449944,0.97619,0.154472,0.0
0.000499,0.087106,0.177365,0.088006,0.902137,0.97619,0.227642,0.0
0.013174,0.000556,0.875,0.012461,0.766029,0.97619,0.487805,0.0
0.007161,0.012469,0.722973,0.049844,0.673791,0.97619,0.154472,0.0
0.033891,0,0.733108,0,0.799775,0.97619,0.154472,0.0
0.008902,0,0.47973,0,0.449944,0.97619,0.154472,0.0
0.000531,0,0.552365,0,0.545557,0.97619,0.845528,0.0
0.00099,0.001856,0.466216,0.020249,0.59955,0.97619,0.154472,1.0
0.000981,0.001567,0.466216,0.012461,0.6009,0.97619,0.154472,1.0
0.046683,0,0.856419,0,0.821147,0.97619,0.926829,0.0
0.000052,0,0.180743,0,0.982002,0.97619,0.536585,0.0
0.046683,0,0.856419,0,0.821147,0.97619,0.926829,0.0
0.648061,0.000913,0.325676,0.020249,0.050619,0.97619,0.154472,0.0
0.002155,0,0.923986,0,0.685039,0.97619,0.154472,0.0
0.012012,0,0.680743,0,0.627672,0.166667,0.02439,0.0
0.028288,0,0.028716,0,0.780652,0.97619,0.617886,0.0
0.009035,0.004654,0.096284,0.015576,0.705287,0.97619,0.154472,0.0
0.00657,0.012026,0.722973,0.040498,0.673791,0.97619,0.154472,0.0
0.014784,0.008415,0.508446,0.022586,0.353206,0.97619,0.154472,0.0
0.032081,0.00015,0.22973,0.003894,0.43982,0.97619,0.154472,0.0
0.000505,0.000207,0.099662,0.005452,0.871766,0.952381,0.260163,0.0
0.15229,0.084215,0.048986,0.094237,0.075366,0.97619,0.300813,0.0
0.000499,0.000546,0.555743,0.011682,0.865017,0.97619,0.154472,0.0
0.000307,0.000215,0.733108,0.005452,0.503937,0.97619,0.341463,0.0
0.000514,0.000748,0.503378,0.010125,0.31946,0.833333,0.813008,0.0
0.000442,0.043061,0.505068,0.054517,0.750281,0.97619,0.536585,0.0
0.031131,0.004488,0.733108,0.021807,0.799775,0.97619,0.154472,0.0
0.058277,0.024567,0.856419,0.031153,0.821147,0.97619,0.926829,0.0
0.058277,0.01957,0.856419,0.01947,0.821147,0.97619,0.926829,0.0
0.006477,0.003468,0.155405,0.009346,0.184477,0.97619,0.154472,0.0
0.018216,0.028483,0.70777,0.027259,0.775028,0.97619,0.154472,0.0
0.001707,0.003534,0.486486,0.012461,0.445444,0.97619,0.154472,0.0
0.000499,0,0.697635,0,0.586052,0.97619,0.065041,0.0
0.000995,0.001027,0.466216,0.010903,0.770304,0.97619,0.154472,1.0
0.000981,0.001851,0.466216,0.020249,0.59955,0.97619,0.154472,1.0
0.000986,0.001383,0.466216,0.015576,0.59955,0.97619,0.154472,1.0
0.00099,0.000188,0.355743,0.004673,0.768504,0.97619,0.154472,1.0
0.001001,0.000588,0.403378,0.011682,0.959505,0.97619,0.154472,1.0
0.000992,0.000661,0.314189,0.008567,0.935883,0.97619,0.154472,1.0
0.025856,0,0.646959,0,0.029246,0.97619,0.617886,0.0
0.046683,0,0.856419,0,0.821147,0.97619,0.926829,0.0
0.046683,0,0.856419,0,0.821147,0.97619,0.926829,0.0
0.033133,0,0.22973,0,0.43982,0.97619,0.154472,0.0
0.00625,0,0.606419,0,0.943757,0.5,0.235772,0.0
0.030635,0,0.574324,0,0.390326,0.166667,0.146341,0.0
0.03457,0,0.337838,0,0.412823,0.97619,0.154472,0.0
0.028189,0,0.597973,0,0.68054,0.97619,0.154472,0.0
0.00049,0,0.255068,0,0.115861,0.5,0.691057,0.0
0.059572,0.022572,0.856419,0.03972,0.821147,0.97619,0.926829,0.0
0.004396,0.000148,0.800676,0.003894,0.920135,0.97619,0.154472,0.0
0.016948,0.00023,0.307432,0.004673,0.555681,0.97619,0.845528,0.0
0.011818,0.005603,0.119932,0.024922,0.12036,0.97619,0.154472,0.0
0.093525,0.000185,0.70777,0.004673,0.775028,0.97619,0.154472,0.0
0.140232,0.00027,0.641892,0.007009,0.049494,0.97619,0.065041,0.0
0.005908,0.000263,0.52027,0.005452,0.896513,0.97619,0.227642,0.0
0.051188,0.000231,0.856419,0.004673,0.821147,0.97619,0.926829,0.0
0.00006,0.00893,0.554054,0.023364,0.332958,0.97619,0.00813,0.0
0.002112,0.002311,0.702703,0.021028,0.644544,0.428571,0.333333,0.0
0.059556,0.086957,0.255068,0.101246,0.098988,0.97619,0.617886,0.0
0.007138,0,0.47973,0,0.449944,0.97619,0.154472,0.0
0.001009,0.001891,0.466216,0.021028,0.59955,0.97619,0.154472,1.0
0.001,0.001292,0.466216,0.014019,0.59955,0.97619,0.154472,1.0
0.0005,0.005218,0.673986,0.024143,0.737908,0.761905,0.390244,1.0
0.00033,0.000671,0.733108,0.010903,0.606749,0.97619,0.154472,1.0
0.028183,0,0.160473,0,0.150731,0.97619,0.463415,0.0
0.000499,0,0.614865,0,0.571429,0.357143,0.414634,0.0
0.002802,0,0.373311,0,0.374578,0.97619,0.154472,0.0
0.002802,0.007073,0.373311,0.031153,0.374578,0.97619,0.154472,0.0
0.03457,0,0.337838,0,0.412823,0.97619,0.154472,0.0
0.033133,0,0.22973,0,0.43982,0.97619,0.154472,0.0
0.002794,0,0.037162,0,0.046119,0.166667,0.02439,0.0
0.009758,0,0.096284,0,0.705287,0.97619,0.154472,0.0
0.009971,0.000274,0.427365,0.007009,0.861642,0.97619,0.918699,0.0
0.007819,0.000309,0.454392,0.007788,0.275591,0.166667,0.674797,0.0
0.013729,0.000215,0.22973,0.005452,0.43982,0.97619,0.154472,0.0
0.004486,0.000149,0.83277,0.003894,0.813273,0.452381,0.349593,0.0
0.002289,0.000149,0.72973,0.003894,0.969629,0.357143,0.414634,0.0
0.016776,0.000118,0.206081,0.003115,0.770529,0.97619,0.154472,0.0
0.007525,0.00015,0.856419,0.003894,0.821147,0.97619,0.926829,0.0
0.011174,0.004862,0.726351,0.020249,0.683915,0.97619,0.154472,0.0
0.010178,0.019196,0.70777,0.035047,0.775028,0.97619,0.154472,0.0
0.009205,0.016348,0.22973,0.03271,0.43982,0.97619,0.154472,0.0
0.000171,0.007838,0.290541,0.018692,0.254218,0.97619,0.154472,0.0
0.004472,0.006357,0.47973,0.025701,0.449944,0.97619,0.154472,0.0
0.001534,0.000961,0.989865,0.007788,0.016873,0.97619,0.154472,0.0
0.002312,0.003854,0.550676,0.022586,0.475816,0.97619,0.617886,0.0
0.013197,0,0.822635,0,0.08099,0.97619,0.845528,0.0
0.007138,0,0.47973,0,0.449944,0.97619,0.154472,0.0
0.000499,0,0.089527,0,0.281215,0.97619,0.065041,0.0
0.011265,0.017136,0.983108,0.035047,0.429696,0.97619,0.154472,1.0
0.011265,0.017136,0.983108,0.035047,0.429696,0.97619,0.154472,1.0
0.007164,0.010182,0.983108,0.016355,0.166479,0.166667,0.674797,1.0
0.001004,0.001282,0.466216,0.01324,0.59955,0.97619,0.154472,1.0
0.001004,0.001845,0.466216,0.020249,0.59955,0.97619,0.154472,1.0
0.000995,0.000468,0.466216,0.009346,0.770304,0.97619,0.154472,1.0
0.001004,0.001392,0.466216,0.015576,0.59955,0.97619,0.154472,1.0
0.001004,0.001454,0.466216,0.017134,0.59955,0.97619,0.154472,1.0
0.001004,0.001454,0.466216,0.017134,0.59955,0.97619,0.154472,1.0
0.001004,0.001832,0.466216,0.01947,0.59955,0.97619,0.154472,1.0
0.002685,0.001442,0.673986,0.017913,0.463442,0.761905,0.390244,1.0
0.005093,0,0.913851,0,0.938133,0.571429,0.252033,0.0
0.007216,0,0.119932,0,0.12036,0.97619,0.154472,0.0
0.03457,0,0.337838,0,0.412823,0.97619,0.154472,0.0
0.000499,0.000936,0.483108,0.01947,0.413948,0.97619,0.154472,0.0
0.058277,0.01938,0.856419,0.01947,0.821147,0.97619,0.926829,0.0
0.000499,0.01857,0.241554,0.047508,0.469066,0.97619,0.154472,0.0
0.060626,0.000118,0.439189,0.003115,0.407199,0.952381,0.878049,0.0
0.033592,0.000118,0.733108,0.003115,0.480315,0.97619,0.617886,0.0
0.018769,0.000181,0.547297,0.004673,0.940382,0.97619,0.065041,0.0
0.005363,0.000418,0.608108,0.009346,0.286839,0.97619,0.154472,0.0
0.022274,0.000149,0.920608,0.003894,0.273341,0.166667,0.674797,0.0
0.017285,0.000181,0.684122,0.004673,0.614623,0.97619,0.154472,0.0
0.017757,0.000868,0.856419,0.018692,0.821147,0.97619,0.926829,0.0
0.000445,0.000177,0.625,0.004673,0.51856,0.357143,0.414634,0.0
0.000499,0.009261,0.363176,0.021028,0.620922,0.97619,0.723577,0.0
0.058705,0.020527,0.70777,0.035826,0.775028,0.97619,0.154472,0.0
0.058277,0.025592,0.856419,0.03271,0.821147,0.97619,0.926829,0.0
0.024396,0.000904,0.869932,0.01324,0.7964,0.97619,0.154472,0.0
0.010252,0.012677,0.722973,0.03972,0.673791,0.97619,0.154472,0.0
0.013574,0.033931,0.70777,0.03271,0.775028,0.97619,0.154472,0.0
0.001543,0.018032,0.390203,0.030374,0.015748,0.02381,0.081301,0.0
0.025991,0,0.057432,0,0.149606,0.97619,0.617886,0.0
0.059572,0.017602,0.856419,0.025701,0.821147,0.97619,0.926829,0.0
0.000508,0.001119,0.336149,0.017913,0.068616,0.97619,0.154472,0.0
0.033133,0,0.22973,0,0.43982,0.97619,0.154472,0.0
0.001543,0,0.390203,0,0.015748,0.02381,0.081301,0.0
0.001009,0.131432,0.466216,0.168224,0.682115,0.97619,0.154472,1.0
0.001009,0.000399,0.466216,0.007788,0.770304,0.97619,0.154472,1.0
0.001009,0.001252,0.466216,0.01324,0.59955,0.97619,0.154472,1.0
0.000995,0.000469,0.466216,0.009346,0.770304,0.97619,0.154472,1.0
0.001009,0.001719,0.466216,0.017913,0.59955,0.97619,0.154472,1.0
0.001009,0.001753,0.466216,0.017913,0.59955,0.97619,0.154472,1.0
0.000489,0.000341,0.673986,0.007788,0.463442,0.761905,0.390244,1.0
0.015607,0,0.989865,0,0.016873,0.97619,0.154472,0.0
0.000499,0,0.050676,0,0.75703,0.97619,0.154472,0.0
0.008651,0,0.038851,0,0.975253,0.97619,0.341463,0.0
0.001707,0,0.810811,0,0.84252,0.97619,0.154472,0.0
0.000499,0,0.452703,0,0.175478,0.97619,0.203252,0.0
0.005347,0,0.722973,0,0.673791,0.97619,0.154472,0.0
0.001331,0.001026,0.564189,0.021028,0.944882,0.214286,0.804878,0.0
0.012421,0.000628,0.996622,0.014798,0.137233,0.5,0.691057,0.0
0.01439,0.000118,0.096284,0.003115,0.705287,0.97619,0.154472,0.0
0.002802,0.000089,0.3125,0.002336,0.460067,0.97619,0.154472,0.0
0.009746,0.000213,0.119932,0.005452,0.12036,0.97619,0.154472,0.0
0.000367,0.000149,0.018581,0.003894,0.011249,0.97619,0.723577,0.0
0.130011,0.001051,0.819257,0.014798,0.055118,0.97619,0.154472,0.0
0.030618,0.060143,0.733108,0.061526,0.799775,0.97619,0.154472,0.0
0.144938,0.052143,0.119932,0.074766,0.12036,0.97619,0.154472,0.0
0.000499,0.008232,0.962838,0.008567,0.905512,0.97619,0.154472,0.0
0.025201,0.00376,0.586149,0.014798,0.784027,0.97619,0.154472,0.0
0.000323,0.000324,0.665541,0.004673,0.955006,0.97619,0.154472,0.0
0.005123,0.002531,0.331081,0.014019,0.859393,0.97619,0.154472,0.0
0.000451,0.002359,0.244932,0.010125,0.233971,0.97619,0.845528,0.0
0.000356,0.000623,0.689189,0.008567,0.96063,0.97619,0.154472,0.0
0.017586,0.006977,0.6875,0.016355,0.667042,0.97619,0.065041,0.0
0.006998,0,0.271959,0,0.410574,0.97619,0.154472,0.0
0.030128,0,0.621622,0,0.604049,0.952381,0.878049,0.0
0.018008,0,0.70777,0,0.775028,0.97619,0.154472,0.0
0.013187,0.032143,0.913851,0.041277,0.908886,0.261905,0.739837,1.0
0.000456,0.000198,0.028716,0.003894,0.310461,0.97619,0.422764,1.0
0.00025,0.000196,0.635135,0.003115,0.964004,0.214286,0.113821,1.0
0.008917,0.019571,0.226351,0.038941,0.815523,0.97619,0.154472,1.0
0.012921,0.001452,0.95777,0.010903,0.818898,0.214286,0.398374,1.0
0.00029,0.000662,0.733108,0.010125,0.648369,0.97619,0.154472,1.0
0.012846,0,0.478041,0,0.194601,0.166667,0.146341,0.0
0.009337,0,0.574324,0,0.362205,0.97619,0.154472,0.0
0.000337,0,0.66723,0,0.114736,0.97619,0.536585,0.0
0.001543,0,0.390203,0,0.015748,0.02381,0.081301,0.0
0.021731,0,0.476351,0,0.44207,0.97619,0.154472,0.0
0.000499,0,0.891892,0,0.833521,0.97619,0.634146,0.0
0.018304,0,0.991554,0,0.994376,0.97619,0.154472,0.0
0.000811,0,0.434122,0,0.173228,0.97619,0.154472,0.0
0.012356,0.000338,0.074324,0.008567,0.051744,0.97619,0.154472,0.0
0.049966,0.000428,0.439189,0.010903,0.407199,0.952381,0.878049,0.0
0.012154,0.00026,0.537162,0.006231,0.440945,0.97619,0.495935,0.0
0.007032,0.000159,0.722973,0.003894,0.673791,0.97619,0.154472,0.0
0.002834,0.000359,0.998311,0.008567,0.08324,0.97619,0.154472,0.0
0.019665,0.00023,0.581081,0.004673,0.246344,0.97619,0.154472,0.0
0.017773,0.00027,0.452703,0.004673,0.934758,0.97619,0.617886,0.0
0.000436,0.00682,0.682432,0.027259,0.611924,0.97619,0.154472,0.0
0.009035,0.015351,0.22973,0.027259,0.43982,0.97619,0.154472,0.0
0.011686,0.062709,0.344595,0.037383,0.295838,0.97619,0.065041,0.0
0.006618,0.00082,0.016892,0.014019,0.83802,0.97619,0.658537,0.0
0.028322,0.001068,0.29223,0.011682,0.258718,0.714286,0.471545,0.0
0.013767,0.010264,0.712838,0.024143,0.532058,0.97619,0.154472,0.0
0.208612,0.120139,0.616554,0.068536,0.373453,0.97619,0.617886,0.0
0.000949,0.00175,0.608108,0.021807,0.286839,0.97619,0.154472,0.0
